season,player,salary
2005-2006,Anthony Johnson,2420000
2005-2006,Melvin Ely,2401027
2005-2006,James Jones,2400000
2005-2006,Charlie Villanueva,2360880
2005-2006,Jose Calderon,2333334
2005-2006,Fred Jones,2328843
2005-2006,Fabricio Oberto,2325000
2005-2006,T.J. Ford,2303040
2005-2006,Dan Dickau,2255350
2005-2006,Rafael Araujo,2238960
2005-2006,Darius Songaila,2200000
2005-2006,Jiri Welsch,2177114
2005-2006,Channing Frye,2162880
2005-2006,Michael Sweetney,2116920
2005-2006,Andre Iguodala,2058000
2005-2006,Jake Voskuhl,2015625
2005-2006,Jarvis Hayes,2011080
2005-2006,Matt Bonner,2000000
2005-2006,Mark Madsen,2000000
2005-2006,Toni Kukoc,2000000
2005-2006,Dikembe Mutombo,2000000
2005-2006,DeSagana Diop,2000000
2005-2006,Ike Diogu,1988160
2005-2006,Luke Jackson,1955160
2005-2006,Mickael Pietrus,1910520
2005-2006,Andrew Bynum,1888680
2005-2006,Jumaine Jones,1875000
2005-2006,Andris Biedrins,1857360
2005-2006,Nick Collison,1815000
2005-2006,Jon Barry,1800000
2005-2006,Robert Swift,1764480
2005-2006,Tayshaun Prince,1763115
2005-2006,Reggie Evans,1760000
2005-2006,Mo Williams,1760000
2005-2006,Lindsey Hunter,1760000
2005-2006,Marcus Banks,1724280
2005-2006,Jarron Collins,1700000
2005-2006,John Salmons,1699001
2005-2006,Sebastian Telfair,1676280
2005-2006,Yaroslav Korolev,1670000
2005-2006,Brian Grant,1670000
2005-2006,Michael Ruffin,1670000
2005-2006,Derek Anderson,1670000
2005-2006,Malik Allen,1670000
2005-2006,Greg Buckner,1670000
2005-2006,Luke Ridnour,1638000
2005-2006,Sean May,1619280
2005-2006,Scott Padgett,1600000
2005-2006,Kris Humphries,1592400
2005-2006,Devin Brown,1592400
2005-2006,Joel Przybilla,1560000
2005-2006,Josh Smith,1560000
2005-2006,Reece Gaines,1556160
2005-2006,Jason Hart,1540000
2005-2006,Rashad McCants,1538400
2005-2006,Al Jefferson,1512840
2005-2006,Maurice Evans,1500000
2005-2006,Antoine Wright,1461360
2005-2006,Kirk Snyder,1437240
2005-2006,Zarko Cabarkapa,1404360
2005-2006,Milt Palacio,1400000
2005-2006,Joey Graham,1388400
2005-2006,David West,1334160
2005-2006,Danny Granger,1318920
2005-2006,Rasual Butler,1300000
2005-2006,JR Smith,1297080
2005-2006,Sasha Pavlovic,1274160
2005-2006,Gerald Green,1253040
2005-2006,Dorell Wright,1238640
2005-2006,Dahntay Jones,1223160
2005-2006,Hakim Warrick,1196520
2005-2006,Jameer Nelson,1189200
2005-2006,Boris Diaw,1174200
2005-2006,Julius Hodge,1148760
2005-2006,Pavel Podkolzin,1141560
2005-2006,Bryon Russell,1138500
2005-2006,Alonzo Mourning,1138500
2005-2006,Bo Outlaw,1138500
2005-2006,Stacey Augmon,1138500
2005-2006,Zoran Planinic,1127280
2005-2006,Keith McLeod,1125000
2005-2006,Luke Walton,1125000
2005-2006,Nate Robinson,1102680
2005-2006,Jason Kapono,1100000
2005-2006,Matt Carroll,1100000
2005-2006,Victor Khryapa,1095960
2005-2006,Travis Outlaw,1082160
2005-2006,Darrick Martin,1081575
2005-2006,Jarrett Jack,1058640
2005-2006,Brian Cook,1038960
2005-2006,Walter McCarty,1035000
2005-2006,Jacque Vaughn,1029873
2005-2006,Mikki Moore,1029873
2005-2006,Sergei Monia,1016400
2005-2006,Francisco Garcia,1016400
2005-2006,Delonte West,1010040
2005-2006,Nenad Krstic,1010040
2005-2006,John Edwards,1000000
2005-2006,Steve Blake,1000000
2005-2006,Luther Head,975600
2005-2006,Carlos Delfino,969600
2005-2006,Tony Allen,969600
2005-2006,Anthony Carter,965185
2005-2006,Kevin Martin,937440
2005-2006,Johan Petro,936600
2005-2006,Kendrick Perkins,936480
2005-2006,Leandro Barbosa,930600
2005-2006,Josh Howard,923880
2005-2006,Sasha Vujacic,910440
2005-2006,Jason Maxiell,905640
2005-2006,Beno Udrih,904800
2005-2006,Ryan Bowen,900498
2005-2006,Calvin Booth,900498
2005-2006,David Harrison,898200
2005-2006,Jannero Pargo,895248
2005-2006,Ronald Murray,895248
2005-2006,Didier Ilunga-Mbenga,880000
2005-2006,Linas Kleiza,879360
2005-2006,Keith Bogans,869373
2005-2006,Wayne Simien,867720
2005-2006,Anderson Varejao,866800
2005-2006,David Lee,861360
2005-2006,Maciej Lampe,858534
2005-2006,Adrian Griffin,844537
2005-2006,Zendon Hamilton,835810
2005-2006,Lee Nailon,835810
2005-2006,Eddie Gill,835810
2005-2006,Mateen Cleaves,835810
2005-2006,Laron Profit,835810
2005-2006,Loren Woods,780000
2005-2006,Mike Wilks,771123
2005-2006,Michael Bradley,771123
2005-2006,Pat Burke,750000
2005-2006,Richie Frahm,745248
2005-2006,Smush Parker,745248
2005-2006,Lonny Baxter,745248
2005-2006,Terence Morris,745248
2005-2006,Nikoloz Tskitishvili,745248
2005-2006,Rick Brunson,719373
2005-2006,Alan Henderson,719373
2005-2006,Francisco Elson,719373
2005-2006,Nick Van Exel,719373
2005-2006,DerMarr Johnson,719373
2005-2006,Sean Marks,719373
2005-2006,Linton Johnson,719373
2005-2006,Ronald Dupree,719373
2005-2006,Charles Smith,719373
2005-2006,Darrell Armstrong,719373
2005-2006,Jermaine Jackson,696508
2005-2006,Salim Stoudamire,675000
2005-2006,Peter John Ramos,660000
2005-2006,Esteban Batista,644209
2005-2006,Royal Ivey,641748
2005-2006,Awvee Storey,641748
2005-2006,Trevor Ariza,641748
2005-2006,Mario Kasun,641748
2005-2006,Antonio Burks,641748
2005-2006,Jackie Butler,641748
2005-2006,Donta Smith,641748
2005-2006,Pape Sow,641748
2005-2006,Earl Barron,641748
2005-2006,Bernard Robinson,641747
2005-2006,Matt Barnes,627251
2005-2006,James Singleton,625000
2005-2006,Lou Williams,450000
2005-2006,Daniel Ewing,450000
2005-2006,Monta Ellis,448762
2005-2006,Ryan Gomes,428762
2005-2006,Chris Taft,423762
2005-2006,Boniface N'Dong,398762
2005-2006,Anthony Roberson,398762
2005-2006,Brandon Bass,398762
2005-2006,Alan Anderson,398762
2005-2006,Alex Acker,398762
2005-2006,Amir Johnson,398762
2005-2006,Ersan Ilyasova,398762
2005-2006,Orien Greene,398762
2005-2006,Ronnie Price,398762
2005-2006,Rawle Marshall,398762
2005-2006,Kevin Burleson,398762
2005-2006,Travis Diener,398762
2005-2006,Dwayne Jones II,398762
2005-2006,Robert Whaley,398762
2005-2006,Eddie Basden,398762
2005-2006,Martynas Andriuskevicius,398762
2005-2006,Dijon Thompson,398762
2005-2006,CJ Miles,398761
2005-2006,Donell Taylor,398672
2005-2006,Chuck Hayes,248118
2006-2007,Kevin Garnett,21000000
2006-2007,Grant Hill,16901500
2006-2007,Ben Wallace,16000000
2006-2007,Paul Pierce,15101626
2006-2007,Vince Carter,15101626
2006-2007,Dirk Nowitzki,15101622
2006-2007,Baron Davis,15070000
2006-2007,Steve Francis,15070000
2006-2007,Shawn Marion,15070000
2006-2007,Ray Allen,14611570
2006-2007,Elton Brand,14248000
2006-2007,Shaquille O'Neal,20000000
2006-2007,Larry Hughes,13363012
2006-2007,Michael Redd,13260000
2006-2007,Joe Johnson,12744190
2006-2007,Mike Bibby,12500000
2006-2007,Amar'e Stoudemire,12455000
2006-2007,Yao Ming,12455000
2006-2007,Pau Gasol,12364000
2006-2007,Andrei Kirilenko,12364000
2006-2007,Lamar Odom,12348596
2006-2007,Kenyon Martin,12068182
2006-2007,Jason Kidd,18084000
2006-2007,Zach Randolph,12000000
2006-2007,Wally Szczerbiak,11775000
2006-2007,Theo Ratliff,11666666
2006-2007,Rasheed Wallace,11650000
2006-2007,Raef LaFrentz,11532037
2006-2007,Carlos Boozer,11260483
2006-2007,Richard Jefferson,11200000
2006-2007,Gilbert Arenas,11096800
2006-2007,Peja Stojakovic,10800000
2006-2007,Steve Nash,10500000
2006-2007,Jermaine O'Neal,18084000
2006-2007,Jason Richardson,9999999
2006-2007,Kobe Bryant,17718750
2006-2007,Tim Duncan,17429673
2006-2007,Allen Iverson,17184375
2006-2007,Stephon Marbury,17184375
2006-2007,Tracy McGrady,16901500
2006-2007,Erick Dampier,9628000
2006-2007,Brad Miller,9625000
2006-2007,Samuel Dalembert,9464307
2006-2007,Tony Parker,9450000
2006-2007,Zydrunas Ilgauskas,9442697
2006-2007,Rashard Lewis,9350649
2006-2007,Jerry Stackhouse,9296874
2006-2007,Richard Hamilton,9187500
2006-2007,Tyson Chandler,9150000
2006-2007,Andre Miller,8966666
2006-2007,Marcus Camby,8800000
2006-2007,Bobby Simmons,8640000
2006-2007,P.J. Brown,8560000
2006-2007,Jamaal Magloire,8433334
2006-2007,Kwame Brown,8287500
2006-2007,Troy Murphy,8285714
2006-2007,Manu Ginobili,8254374
2006-2007,Jason Williams,8250000
2006-2007,Mehmet Okur,8250000
2006-2007,Eddy Curry,8171103
2006-2007,Cuttino Mobley,8125000
2006-2007,Adonal Foyle,8125000
2006-2007,Doug Christie,8125000
2006-2007,Jason Terry,8100000
2006-2007,Desmond Mason,8037036
2006-2007,Nene Hilario,8000000
2006-2007,Tayshaun Prince,7851240
2006-2007,Kurt Thomas,7821482
2006-2007,Darius Miles,7750000
2006-2007,Al Harrington,7625000
2006-2007,Mike Miller,7623813
2006-2007,Antoine Walker,7606820
2006-2007,Metta World Peace,7526316
2006-2007,Quentin Richardson,7525500
2006-2007,Malik Rose,7525397
2006-2007,Mike Dunleavy,7438016
2006-2007,Caron Butler,7438000
2006-2007,Austin Croshere,7300000
2006-2007,Mark Blount,7288165
2006-2007,Rasho Nesterovic,7280000
2006-2007,Derek Fisher,5883600
2006-2007,Marquis Daniels,5883600
2006-2007,Etan Thomas,5883600
2006-2007,Jamaal Tinsley,5850000
2006-2007,LeBron James,5828089
2006-2007,Jason Collins,5800000
2006-2007,Tony Battie,5746000
2006-2007,Donyell Marshall,5633037
2006-2007,Troy Hudson,5603000
2006-2007,Gerald Wallace,5525000
2006-2007,Marko Jaric,5525000
2006-2007,Udonis Haslem,5525000
2006-2007,Jeff Foster,5500000
2006-2007,Stromile Swift,5400000
2006-2007,Brian Skinner,5400000
2006-2007,Shareef Abdur-Rahim,5400000
2006-2007,Jerome James,5400000
2006-2007,Shane Battier,5393300
2006-2007,Dan Gadzuric,5252065
2006-2007,Bobby Jackson,5250000
2006-2007,Darko Milicic,5218622
2006-2007,Jamal Crawford,7200000
2006-2007,Kenny Thomas,7187500
2006-2007,Corey Maggette,7000000
2006-2007,Speedy Claxton,6854546
2006-2007,Sam Cassell,6850000
2006-2007,Joe Smith,6807000
2006-2007,Ruben Patterson,6807000
2006-2007,Drew Gooden,6645402
2006-2007,Danny Fortson,6596990
2006-2007,Matt Harpring,6500000
2006-2007,Corliss Williamson,6500000
2006-2007,Juwan Howard,6392100
2006-2007,James Posey,6392100
2006-2007,Ricky Davis,6364400
2006-2007,Chauncey Billups,6364400
2006-2007,Chris Wilcox,6250000
2006-2007,Stephen Jackson,6120000
2006-2007,Eric Snow,6093750
2006-2007,Antonio McDyess,5883600
2006-2007,Nazr Mohammed,5215000
2006-2007,Jared Jeffries,5215000
2006-2007,Mike James,5215000
2006-2007,Vladimir Radmanovic,5215000
2006-2007,Brent Barry,5117880
2006-2007,Marc Jackson,4875000
2006-2007,Dwight Howard,4806720
2006-2007,Carmelo Anthony,4694041
2006-2007,Andrew Bogut,4665960
2006-2007,Eduardo Najera,4571428
2006-2007,Morris Peterson,4550000
2006-2007,Andrea Bargnani,4501200
2006-2007,Raja Bell,4500000
2006-2007,Brendan Haywood,4500000
2006-2007,Brevin Knight,4400000
2006-2007,John Salmons,4400000
2006-2007,Trenton Hassell,4350000
2006-2007,Emeka Okafor,4300560
2006-2007,Eric Williams,4296000
2006-2007,Chris Bosh,4235220
2006-2007,Chris Mihm,4214241
2006-2007,Rafer Alston,4200000
2006-2007,Marvin Williams,4174800
2006-2007,Kevin Durant,4171200
2006-2007,Anthony Parker,4150000
2006-2007,Carlos Arroyo,4100000
2006-2007,Damon Stoudamire,4050000
2006-2007,LaMarcus Aldridge,4027320
2006-2007,Kyle Korver,4018182
2006-2007,Reggie Evans,4000000
2006-2007,Gordan Giricek,4000000
2006-2007,Zaza Pachulia,4000000
2006-2007,Andres Nocioni,3950000
2006-2007,Damon Jones,3884678
2006-2007,Ben Gordon,3862080
2006-2007,Shaun Livingston,3841920
2006-2007,Dwyane Wade,3841443
2006-2007,Bob Sura,3840000
2006-2007,Jorge Garbajosa,3750000
2006-2007,Bruce Bowen,3750000
2006-2007,Deron Williams,3749040
2006-2007,Vitaly Potapenko,3674584
2006-2007,Darius Songaila,3650000
2006-2007,Adam Morrison,3616680
2006-2007,Jeff McInnis,3600000
2006-2007,Marcus Banks,3600000
2006-2007,Pat Garrity,3525000
2006-2007,Dale Davis,3500000
2006-2007,Tyronn Lue,3500000
2006-2007,Chris Kaman,3491767
2006-2007,Chris Paul,3380160
2006-2007,Keyon Dooling,3348000
2006-2007,Robert Horry,3315000
2006-2007,Melvin Ely,3303813
2006-2007,Tyrus Thomas,3260760
2006-2007,Lorenzen Wright,3250000
2006-2007,Greg Buckner,3240741
2006-2007,Zeljko Rebraca,3240000
2006-2007,Kevin Ollie,3196050
2006-2007,Ira Newble,3196050
2006-2007,Kirk Hinrich,3192628
2006-2007,Devin Harris,3153120
2006-2007,Trevor Ariza,3100000
2006-2007,Fred Jones,3100000
2006-2007,Raymond Felton,3060840
2006-2007,Jeff Green,3058200
2006-2007,Steven Hunter,3024000
2006-2007,Chris Duhon,3024000
2006-2007,Francisco Elson,3000000
2006-2007,Chucky Atkins,3000000
2006-2007,Rasual Butler,3000000
2006-2007,Shelden Williams,2952840
2006-2007,Earl Boykins,2950000
2006-2007,T.J. Ford,2929467
2006-2007,Jake Tsakalidis,2900000
2006-2007,Michael Finley,2889000
2006-2007,Michael Doleac,2880000
2006-2007,Josh Childress,2863920
2006-2007,Willie Green,2800000
2006-2007,Brian Scalabrine,2793103
2006-2007,Martell Webster,2780160
2006-2007,Dan Dickau,2753218
2006-2007,Primoz Brezec,2750000
2006-2007,Eddie Griffin,2700000
2006-2007,Damien Wilkins,2700000
2006-2007,Michael Sweetney,2696956
2006-2007,Brandon Roy,2681880
2006-2007,James Jones,2650000
2006-2007,Anthony Johnson,2640000
2006-2007,Jarron Collins,2625698
2006-2007,Luol Deng,2614440
2006-2007,Jarvis Hayes,2564127
2006-2007,Juan Dixon,2550000
2006-2007,Charlie Villanueva,2537880
2006-2007,Corey Brewer,2535720
2006-2007,Mickael Pietrus,2535260
2006-2007,Keith Bogans,2510000
2006-2007,Nick Collison,2501070
2006-2007,Fabricio Oberto,2500000
2006-2007,Bostjan Nachbar,2500000
2006-2007,Aaron McKie,2500000
2006-2007,Randy Foye,2448240
2006-2007,Luke Ridnour,2425878
2006-2007,Rafael Araujo,2395200
2006-2007,Jose Calderon,2333334
2006-2007,Channing Frye,2325000
2006-2007,Lindsey Hunter,2250000
2006-2007,Rudy Gay,2242920
2006-2007,Mark Madsen,2210000
2006-2007,Dikembe Mutombo,2210000
2006-2007,Andre Iguodala,2201640
2006-2007,Othella Harrington,2200000
2006-2007,Jackie Butler,2200000
2006-2007,Scot Pollard,2200000
2006-2007,Zarko Cabarkapa,2157097
2006-2007,Ike Diogu,2137200
2006-2007,Bonzi Wells,2115000
2006-2007,Patrick O'Bryant,2061720
2006-2007,David West,2051938
2006-2007,Andrew Bynum,2030280
2006-2007,Matt Bonner,2000000
2006-2007,Jake Voskuhl,2000000
2006-2007,DeSagana Diop,1998000
2006-2007,Andris Biedrins,1986960
2006-2007,Devean George,1974259
2006-2007,Sasha Pavlovic,1962206
2006-2007,Mouhamed Sene,1958640
2006-2007,Mo Williams,1920000
2006-2007,Robert Swift,1887600
2006-2007,Dahntay Jones,1886113
2006-2007,Boris Diaw,1870501
2006-2007,JJ Redick,1860720
2006-2007,Zoran Planinic,1854376
2006-2007,Travis Outlaw,1836426
2006-2007,Thaddeus Young,1830720
2006-2007,Brian Cook,1817141
2006-2007,Michael Ruffin,1803600
2006-2007,Malik Allen,1803600
2006-2007,Vassilis Spanoulis,1800000
2006-2007,Walter Herrmann Heinrich,1800000
2006-2007,Sebastian Telfair,1793160
2006-2007,Hilton Armstrong,1767600
2006-2007,Ronald Murray,1750000
2006-2007,David Wesley,1750000
2006-2007,Shammond Williams,1750000
2006-2007,Aaron Williams,1750000
2006-2007,Sean May,1740720
2006-2007,Kris Humphries,1703520
2006-2007,Kendrick Perkins,1689410
2006-2007,Leandro Barbosa,1679733
2006-2007,Thabo Sefolosha,1679280
2006-2007,Josh Howard,1667603
2006-2007,Rashad McCants,1653720
2006-2007,Didier Ilunga-Mbenga,1628959
2006-2007,Maurice Evans,1620000
2006-2007,Al Jefferson,1618320
2006-2007,Clifford Robinson,1600000
2006-2007,Ronnie Brewer,1595400
2006-2007,Antoine Wright,1570920
2006-2007,Rodney Stuckey,1569600
2006-2007,Jalen Rose,1540000
2006-2007,Kirk Snyder,1537440
2006-2007,Justin Reed,1529873
2006-2007,Cedric Simmons,1515480
2006-2007,Joey Graham,1492440
2006-2007,Adrian Griffin,1475000
2006-2007,Yaroslav Korolev,1470000
2006-2007,Josh Smith,1460640
2006-2007,Rodney Carney,1439760
2006-2007,Danny Granger,1417800
2006-2007,Eddie House,1400000
2006-2007,JR Smith,1387560
2006-2007,Luke Walton,1375000
2006-2007,Shawne Williams,1367760
2006-2007,Keith McLeod,1350000
2006-2007,Gerald Green,1347000
2006-2007,Steve Blake,1330000
2006-2007,Dorell Wright,1325160
2006-2007,Hakim Warrick,1286280
2006-2007,Jameer Nelson,1272120
2006-2007,Quincy Douby,1240920
2006-2007,Julius Hodge,1234800
2006-2007,Jason Smith,1233840
2006-2007,Pavel Podkolzin,1221240
2006-2007,Renaldo Balkman,1191240
2006-2007,Jason Kapono,1188000
2006-2007,Matt Carroll,1188000
2006-2007,Nate Robinson,1185480
2006-2007,Eric Piatkowski,1178348
2006-2007,Darrell Armstrong,1178348
2006-2007,Victor Khryapa,1172400
2006-2007,Rajon Rondo,1143600
2006-2007,Jarrett Jack,1137960
2006-2007,Marcus Williams,1097880
2006-2007,Francisco Garcia,1092600
2006-2007,Delonte West,1080480
2006-2007,Nenad Krstic,1080480
2006-2007,Mikki Moore,1071225
2006-2007,Josh Boone,1053960
2006-2007,Luther Head,1048800
2006-2007,Carlos Delfino,1037280
2006-2007,Tony Allen,1037280
2006-2007,Kyle Lowry,1011720
2006-2007,Johan Petro,1006800
2006-2007,Kevin Martin,1002840
2006-2007,Bernard Robinson,1000000
2006-2007,Jannero Pargo,1000000
2006-2007,Shavlik Randolph,1000000
2006-2007,Calvin Booth,998967
2006-2007,Sasha Vujacic,973920
2006-2007,Jason Maxiell,973440
2006-2007,Shannon Brown,971280
2006-2007,Beno Udrih,967920
2006-2007,David Harrison,960840
2006-2007,Anderson Varejao,945600
2006-2007,Arron Afflalo,944520
2006-2007,Jordan Farmar,939120
2006-2007,Wayne Simien,932760
2006-2007,DeShawn Stevenson,932015
2006-2007,David Lee,926040
2006-2007,Maurice Ager,906480
2006-2007,Mardy Collins,899880
2006-2007,Linas Kleiza,845360
2006-2007,Pat Burke,810000
2006-2007,Mickael Gelabale,802000
2006-2007,Mile Ilic,800000
2006-2007,Smush Parker,798112
2006-2007,Dajuan Wagner,798112
2006-2007,Jamal Sampson,774551
2006-2007,Ronald Dupree,771331
2006-2007,Linton Johnson,771331
2006-2007,Quinton Ross,771331
2006-2007,Sergio Rodriguez,760000
2006-2007,Randolph Morris,750000
2006-2007,Scott Padgett,744551
2006-2007,Andre Barrett,744551
2006-2007,Mike Wilks,744551
2006-2007,DerMarr Johnson,744551
2006-2007,Sean Marks,744551
2006-2007,Pape Sow,744551
2006-2007,Darrick Martin,744551
2006-2007,James Lang,744551
2006-2007,Earl Barron,744551
2006-2007,Salim Stoudamire,729000
2006-2007,John Lucas III,700000
2006-2007,James Singleton,675000
2006-2007,Solomon Jones,675000
2006-2007,Brandon Bass,664209
2006-2007,Lou Williams,664209
2006-2007,Ronny Turiaf,664209
2006-2007,Rawle Marshall,664209
2006-2007,Ronnie Price,664209
2006-2007,CJ Miles,664209
2006-2007,Chuck Hayes,664209
2006-2007,Monta Ellis,664209
2006-2007,Lawrence Roberts,664209
2006-2007,Ryan Gomes,664209
2006-2007,Esteban Batista,644209
2006-2007,Paul Millsap,625000
2006-2007,Derek Anderson,617539
2006-2007,Steve Novak,600000
2006-2007,Devin Brown,516806
2006-2007,Slava Medvedenko,490528
2006-2007,Leon Powe,432000
2006-2007,Taurean Green,427163
2006-2007,Josh McRoberts,427163
2006-2007,Yakhouba Diawara,412718
2006-2007,Marquinhos Vieira,412718
2006-2007,Ryan Hollins,412718
2006-2007,Robert Hite,412718
2006-2007,Will Blalock,412718
2006-2007,Hassan Adams,412718
2006-2007,Uros Slokar,412718
2006-2007,James Augustine,412718
2006-2007,Pops Mensah-Bonsu,412718
2006-2007,Bobby Jones,412718
2006-2007,Steven Smith,412718
2006-2007,Chris Webber,407313
2006-2007,Andre Brown,406340
2006-2007,James White,405435
2006-2007,Eddie Jones,337238
2006-2007,Junior Harrington,302200
2006-2007,Jared Reiner,302200
2006-2007,Kelenna Azubuike,259770
2006-2007,Justin Williams,252486
2006-2007,Jason Hart,197087
2006-2007,Alan Anderson,128935
2006-2007,Mike Hall,121388
2006-2007,Luke Jackson,109493
2006-2007,Lou Amundson,101966
2006-2007,Alan Henderson,70075
2006-2007,Will Conroy,55839
2006-2007,Anthony Carter,37620
2006-2007,Von Wafer,23443
2007-2008,Kevin Garnett,23751934
2007-2008,Baron Davis,16440000
2007-2008,Shawn Marion,16440000
2007-2008,Paul Pierce,16360094
2007-2008,Antawn Jamison,16360094
2007-2008,Ray Allen,16000000
2007-2008,Ben Wallace,15500000
2007-2008,Elton Brand,15344000
2007-2008,Mike Bibby,14983603
2007-2008,Rashard Lewis,14884951
2007-2008,Michael Redd,14520000
2007-2008,Shaquille O'Neal,21000000
2007-2008,Amar'e Stoudemire,13762775
2007-2008,Yao Ming,13762775
2007-2008,Pau Gasol,13735000
2007-2008,Andrei Kirilenko,13735000
2007-2008,Joe Johnson,13488378
2007-2008,Zach Randolph,13333333
2007-2008,Vince Carter,13325000
2007-2008,Kenyon Martin,13250000
2007-2008,Lamar Odom,13248596
2007-2008,Dwyane Wade,13041250
2007-2008,Jason Kidd,19728000
2007-2008,Chris Bosh,13041250
2007-2008,LeBron James,13041250
2007-2008,Carmelo Anthony,13041250
2007-2008,Rasheed Wallace,12540000
2007-2008,Raef LaFrentz,12440787
2007-2008,Wally Szczerbiak,12275000
2007-2008,Richard Jefferson,12200000
2007-2008,Larry Hughes,12000084
2007-2008,Gilbert Arenas,11950400
2007-2008,Peja Stojakovic,11664000
2007-2008,Jermaine O'Neal,19728000
2007-2008,Carlos Boozer,11593816
2007-2008,Kobe Bryant,19490625
2007-2008,Tim Duncan,19014188
2007-2008,Allen Iverson,19012500
2007-2008,Stephon Marbury,19012500
2007-2008,Tracy McGrady,18257750
2007-2008,Steve Nash,11375000
2007-2008,Kirk Hinrich,11250000
2007-2008,Jason Richardson,11111110
2007-2008,David West,10650000
2007-2008,Erick Dampier,10590500
2007-2008,Tony Parker,10500000
2007-2008,Brad Miller,10500000
2007-2008,Samuel Dalembert,10251435
2007-2008,Zydrunas Ilgauskas,10142156
2007-2008,Marcus Camby,10000000
2007-2008,Richard Hamilton,10000000
