Year,Team,Notes,Name,Injury Class
2015,Magic,sore left knee (DTD),Jason Smith,DTD
2015,Nets,sore right foot (DTD),Brook Lopez,DTD
2015,Nuggets,sprained back / SI joint (DTD),Jameer Nelson,DTD
2015,Pacers,sore right ankle (DTD),Rodney Stuckey,DTD
2015,Pacers,returned to lineup,Calvin Miles,returned to lineup
2015,Pacers,returned to lineup,Rodney Stuckey,returned to lineup
2015,Wizards,sore left shoulder (DTD),Bradley Beal,DTD
2015,Cavaliers,returned to lineup,Earl Smith,returned to lineup
2015,Pelicans,returned to lineup,Jrue Holiday,returned to lineup
2015,Pelicans,returned to lineup,Omer Asik,returned to lineup
2015,Timberwolves,sore right knee (DTD),Andrew Wiggins,DTD
2015,Timberwolves,sore left knee (DTD),Ricky Rubio,DTD
2015,Wizards,sore back (DTD),Nene,DTD
2015,Wizards,returned to lineup,Drew Gooden,returned to lineup
2015,76ers,strained right hamstring (DTD),Richaun Holmes,DTD
2015,Blazers,dislocated left shoulder (out indefinitely),Meyers Leonard,out indefinitely
2015,Bucks,rest (DTD),Jabari Parker,DTD
2015,Grizzlies,recovering from surgery on left foot to repair fracture (DTD) (P),Jarell Martin,DTD
2015,Magic,sore left calf (DTD),Charles Watson,DTD
2015,Pacers,sprained right ankle (DTD),Rodney Stuckey,DTD
2015,Pelicans,strained right hip (DTD),Anthony Davis,DTD
2015,Pelicans,lower right leg injury (DTD),Jrue Holiday,DTD
2015,Rockets,sore back (DTD),Sam Dekker,DTD
2015,Thunder,strained left hamstring (DTD),Kevin Durant,DTD
2015,Clippers,sore right groin (DTD),Chris Paul,DTD
2015,Clippers,lower back spasms (DTD),Jonathan Redick,DTD
2015,Magic,concussion (DTD),Victor Oladipo,DTD
2015,Pacers,chip fracture in left thumb (out indefinitely),Myles Turner,out indefinitely
2015,Timberwolves,returned to lineup,Andrew Wiggins,returned to lineup
2015,76ers,returned to lineup,Nerlens Noel,returned to lineup
2015,Bulls,returned to lineup,Joakim Noah,returned to lineup
2015,Kings,gastroenteritis (DTD),Rudy Gay,DTD
2015,Nuggets,returned to lineup,Jameer Nelson,returned to lineup
2015,Pelicans,returned to lineup,Jrue Holiday,returned to lineup
2015,Jazz,sprained left ankle (DTD),Rudy Gobert,DTD
2015,Magic,sore left knee (DTD),Jason Smith,DTD
2015,Grizzlies,sore shoulder (DTD),James Ennis,DTD
2015,Mavericks,Achilles injury (DTD),Wesley Matthews,DTD
2015,Rockets,back injury (DTD),Dwight Howard,DTD
2015,Suns,sprained left knee (DTD),Markieff Morris,DTD
2015,Warriors,sore back (DTD),Klay Thompson,DTD
2015,Wizards,returned to lineup,Nene,returned to lineup
2015,Jazz,returned to lineup,Rudy Gobert,returned to lineup
2015,Kings,returned to lineup,Rudy Gay,returned to lineup
2015,Pelicans,returned to lineup,Anthony Davis,returned to lineup
2015,76ers,illness (DTD),Phil Pressey,DTD
2015,76ers,returned to lineup,Robert Covington,returned to lineup
2015,Bucks,sprained right foot (DTD),Jabari Parker,DTD
2015,Bulls,sprained left ankle (DTD),Derrick Rose,DTD
2015,Hawks,sprained ankle (DTD),Kent Bazemore,DTD
2015,Pacers,upper respiratory infection (DTD),George Hill,DTD
2015,Pacers,surgery on left thumb to repair chip fracture and torn ligament (out indefinitely),Myles Turner,out indefinitely
2015,Rockets,returned to lineup,Dwight Howard,returned to lineup
2015,Nuggets,illness (DTD),Darrell Arthur,DTD
2015,Nuggets,surgery on right hip to repair torn labrum (out for season),Wilson Chandler,out for season
2015,Pelicans,stomach illness (DTD),Omer Asik,DTD
2015,Warriors,returned to lineup,Klay Thompson,returned to lineup
2015,76ers,returned to lineup,Phil Pressey,returned to lineup
2015,Magic,returned to lineup,Jason Smith,returned to lineup
2015,Nuggets,returned to lineup,Darrell Arthur,returned to lineup
2015,Pelicans,shoulder injury (DTD),Anthony Davis,DTD
2015,Pelicans,DNP,Jrue Holiday,Other
2015,Raptors,left thumb ligament injury (DTD),Terrence Ross,DTD
2015,Suns,returned to lineup,Markieff Morris,returned to lineup
2015,Kings,returned to lineup,Darren Collison,returned to lineup
2015,Bulls,strained left hamstring (DTD),Aaron Brooks,DTD
2015,Cavaliers,right ankle inflammation (DTD),Maurice Williams,DTD
2015,Cavaliers,strained right shoulder (DTD),Timofey Mozgov,DTD
2015,Clippers,returned to lineup,Chris Paul,returned to lineup
2015,Warriors,virus (DTD),Leandro Barbosa,DTD
2015,Clippers,illness (DTD),Pablo Prigioni,DTD
2015,Clippers,returned to lineup,Jonathan Redick,returned to lineup
2015,Grizzlies,sore right knee (DTD),Zach Randolph,DTD
2015,Grizzlies,returned to lineup,James Ennis,returned to lineup
2015,Hornets,sprained left ankle (DTD),Cody Zeller,DTD
2015,Knicks,head injury (DTD),Louis Amundson,DTD
2015,Pelicans,returned to lineup,Anthony Davis,returned to lineup
2015,Pelicans,returned to lineup,Omer Asik,returned to lineup
2015,Raptors,returned to lineup,Terrence Ross,returned to lineup
2015,Warriors,returned to lineup,Leandro Barbosa,returned to lineup
2015,Wizards,surgery on right hip (out for season),Martell Webster,out for season
2015,Nuggets,strained lower back (DTD),Joffrey Lauvergne,DTD
2015,76ers,returned to lineup,Richaun Holmes,returned to lineup
2015,Celtics,bruised left knee (DTD),Marcus Smart,DTD
2015,Hawks,sore right hip (DTD),Tiago Splitter,DTD
2015,Knicks,returned to lineup,Louis Amundson,returned to lineup
2015,Nuggets,sprained left ankle (DTD),Kenneth Faried,DTD
2015,Pacers,returned to lineup,Rodney Stuckey,returned to lineup
2015,Raptors,fractured left hand (out indefinitely),Jonas Valanciunas,out indefinitely
2015,Rockets,rest (DTD),Dwight Howard,DTD
2015,Wizards,returned to lineup,Bradley Beal,returned to lineup
2015,Nets,migraine headache (DTD),Wayne Ellington,DTD
2015,Heat,illness (DTD) (Y),Amare Stoudemire,DTD
2015,Heat,sore hamstring (DTD),Luol Deng,DTD
2015,Hornets,returned to lineup,Cody Zeller,returned to lineup
2015,Clippers,returned to lineup,Pablo Prigioni,returned to lineup
2015,Pacers,returned to lineup,George Hill,returned to lineup
2015,76ers,bruised left knee (DTD),Nik Stauskas,DTD
2015,Cavaliers,left calf tightness (DTD),Matthew Dellavedova,DTD
2015,Cavaliers,returned to lineup,Maurice Williams,returned to lineup
2015,Kings,sore back (DTD),DeMarcus Cousins,DTD
2015,Nets,returned to lineup,Wayne Ellington,returned to lineup
2015,Pistons,sore left knee (DTD),Spencer Dinwiddie,DTD
2015,Rockets,returned to lineup,Dwight Howard,returned to lineup
2015,Thunder,sore ankle (DTD),Mitch McGary,DTD
2015,76ers,sore right knee (DTD),Nerlens Noel,DTD
2015,76ers,returned to lineup,Nik Stauskas,returned to lineup
2015,Blazers,sore ankle (DTD),Chris Kaman,DTD
2015,Cavaliers,returned to lineup,Matthew Dellavedova,returned to lineup
2015,Cavaliers,returned to lineup,Timofey Mozgov,returned to lineup
2015,Heat,illness (DTD),Chris Andersen,DTD
2015,Mavericks,sprained right ankle (DTD),Jose Barea,DTD
2015,Pacers,sore lower back (DTD),Jordan Hill,DTD
2015,Pacers,recovering from surgery on left thumb to repair chip fracture and torn ligament (out indefinitely),Myles Turner,out indefinitely
2015,Pistons,returned to lineup,Spencer Dinwiddie,returned to lineup
2015,Timberwolves,ankle injury (DTD),Ricky Rubio,DTD
2015,Nuggets,concussion (DTD),Gary Harris,DTD
2015,Wizards,strained right calf (DTD),Drew Gooden,DTD
2015,Wizards,strained left groin (DTD),Gary Neal,DTD
2015,Grizzlies,returned to lineup,Zach Randolph,returned to lineup
2015,Knicks,illness (DTD),Carmelo Anthony,DTD
2015,Pacers,returned to lineup,Jordan Hill,returned to lineup
2015,Bulls,left hip pointer (DTD),Kirk Hinrich,DTD
2015,Heat,returned to lineup,Chris Andersen,returned to lineup
2015,Hornets,strained left calf (out indefinitely),Al Jefferson,out indefinitely
2015,Nets,sore hamstring,Andrea Bargnani,Other
2015,Pacers,sore ribs (DTD) (Y),Shayne Whittington,DTD
2015,76ers,returned to lineup,Nerlens Noel,returned to lineup
2015,Mavericks,rest (DNP),Chandler Parsons,DNP
2015,Pelicans,returned to lineup,Norris Cole,returned to lineup
2015,Bulls,returned to lineup,Aaron Brooks,returned to lineup
2015,Jazz,sprained MCL in left knee (out indefinitely),Rudy Gobert,out indefinitely
2015,Knicks,returned to lineup,Carmelo Anthony,returned to lineup
2015,Pelicans,DNP,Jrue Holiday,Other
2015,Wizards,returned to lineup,Gary Neal,returned to lineup
2015,Clippers,sprained right ankle (DTD),Jonathan Redick,DTD
2015,Kings,dislocated right index finger (out indefinitely),Willie Cauley-Stein,out indefinitely
2015,Nuggets,ankle injury (DTD),Kenneth Faried,DTD
2015,Pistons,surgery to repair fractured nose (did not miss any games),Aron Baynes,Other
2015,Bucks,sore left shoulder (DTD),Tyler Ennis,DTD
2015,Rockets,rest (DTD),Dwight Howard,DTD
2015,Wizards,sprained left ankle (DTD),Kris Humphries,DTD
2015,Bulls,strained left hamstring (DTD),Aaron Brooks,DTD
2015,Bulls,returned to lineup,Kirk Hinrich,returned to lineup
2015,Cavaliers,rest (DTD),LeBron James,DTD
2015,Celtics,bruised right heel (DTD),David Lee,DTD
2015,Nuggets,returned to lineup,Kenneth Faried,returned to lineup
2015,Rockets,returned to lineup,Dwight Howard,returned to lineup
2015,Warriors,back spasms (DTD),Andrew Bogut,DTD
2015,Grizzlies,sore right knee (DTD),Brandan Wright,DTD
2015,Mavericks,rest (DNP),Chandler Parsons,DNP
2015,Mavericks,sore knee (DTD),Dwight Powell,DTD
2015,Mavericks,rest (DTD),JaVale McGee,DTD
2015,Nets,right ankle injury (DTD),Rondae Hollis-Jefferson,DTD
2015,Nets,sprained left ankle (DTD),Sergey Karasev,DTD
2015,Warriors,returned to lineup,Andrew Bogut,returned to lineup
2015,Bucks,returned to lineup,Tyler Ennis,returned to lineup
2015,Celtics,strained left hip flexor (DTD),R.J. Hunter,DTD
2015,Clippers,returned to lineup,Jonathan Redick,returned to lineup
2015,Mavericks,returned to lineup,JaVale McGee,returned to lineup
2015,Spurs,rest (DTD),Emanuel Ginobili,DTD
2015,Wizards,returned to lineup,Kris Humphries,returned to lineup
2015,Cavaliers,returned to lineup,LeBron James,returned to lineup
2015,Magic,ankle injury (DTD),Aaron Gordon,DTD
2015,Nets,returned to lineup,Sergey Karasev,returned to lineup
2015,Warriors,illness (DTD),Leandro Barbosa,DTD
2015,Celtics,returned to lineup,David Lee,returned to lineup
2015,Grizzlies,sore right knee (DTD),Brandan Wright,DTD
2015,Hawks,knee injury (DTD),Mike Scott,DTD
2015,Hawks,returned to lineup,Tiago Splitter,returned to lineup
2015,Magic,returned to lineup,Aaron Gordon,returned to lineup
2015,Nets,surgery on right ankle to repair fractured bone (out indefinitely),Rondae Hollis-Jefferson,out indefinitely
2015,Rockets,bruised lower back (DTD),Trevor Ariza,DTD
2015,Wizards,sprained left ankle (DTD),Kris Humphries,DTD
2015,Raptors,sprained left ankle (DTD),Lucas Nogueira,DTD
2015,76ers,sore right knee (DTD),Tony Wroten,DTD
2015,Cavaliers,illness (DTD),Earl Smith,DTD
2015,Grizzlies,sore right knee (DTD),Brandan Wright,DTD
2015,Nuggets,sore right knee (DTD),Darrell Arthur,DTD
2015,Raptors,returned to lineup,Lucas Nogueira,returned to lineup
2015,Warriors,sprained right ankle (DTD),Klay Thompson,DTD
2015,Warriors,returned to lineup,Leandro Barbosa,returned to lineup
2015,Wizards,stress reaction in right leg (DTD),Bradley Beal,DTD
2015,Pelicans,leg injury (DTD),Jrue Holiday,DTD
2015,Rockets,returned to lineup,Trevor Ariza,returned to lineup
2015,Warriors,returned to lineup,Klay Thompson,returned to lineup
2015,Wizards,returned to lineup,Kris Humphries,returned to lineup
2015,Grizzlies,sore right knee (DTD),Tony Allen,DTD
2015,Raptors,bruised right knee (DTD),DeMarre Carroll,DTD
2015,76ers,left eye corneal abrasion (DTD),Nerlens Noel,DTD
2015,Pelicans,returned to lineup,Jrue Holiday,returned to lineup
2015,Raptors,bruised right knee (DTD),DeMarre Carroll,DTD
2015,Rockets,illness (DTD),Clint Capela,DTD
2015,Bucks,knee injury (DTD),Greg Monroe,DTD
2015,Bucks,surgery on right ankle to remove bone spur and loose bodies (out indefinitely),Greivis Vasquez,out indefinitely
2015,Cavaliers,returned to lineup,Earl Smith,returned to lineup
2015,Nuggets,returned to lineup,Darrell Arthur,returned to lineup
2015,Rockets,returned to lineup,Clint Capela,returned to lineup
2015,Grizzlies,surgery on right knee (date approximate),Brandan Wright,Other
2015,Jazz,oral surgery (DTD),Joe Ingles,DTD
2015,Kings,fractured left foot (surgery) (out indefinitely),Eric Moreland,out indefinitely
2015,Nets,sore left ankle (DTD),Sergey Karasev,DTD
2015,Nets,concussion (DTD),Shane Larkin,DTD
2015,Timberwolves,wrist injury (DTD),Kevin Martin,DTD
2015,Cavaliers,sprained right thumb (DTD),Maurice Williams,DTD
2015,Raptors,bruised right knee (DTD),DeMarre Carroll,DTD
2015,76ers,returned to lineup,Nerlens Noel,returned to lineup
2015,Bucks,returned to lineup,Greg Monroe,returned to lineup
2015,Heat,illness (DTD),Chris Andersen,DTD
2015,Jazz,returned to lineup,Joe Ingles,returned to lineup
2015,Mavericks,strained right hamstring (DTD),Devin Harris,DTD
2015,Nets,illness (DTD),Thomas Robinson,DTD
2015,Pelicans,calf injury (DTD),Alexis Ajinca,DTD
2015,Pistons,back spasms (DTD),Aron Baynes,DTD
2015,Raptors,bruised right knee (DTD),DeMarre Carroll,DTD
2015,Timberwolves,returned to lineup,Kevin Martin,returned to lineup
2015,Lakers,sore right shoulder (DTD),Kobe Bryant,DTD
2015,Wizards,sore right leg (DTD),Bradley Beal,DTD
2015,Wizards,bruised left thigh (DTD),Otto Porter,DTD
2015,Bucks,sore knee (DTD),Giannis Antetokounmpo,DTD
2015,Bucks,surgery on hip (out indefinitely),Jason Kidd,out indefinitely
2015,Heat,returned to lineup,Chris Andersen,returned to lineup
2015,Nets,returned to lineup,Thomas Robinson,returned to lineup
2015,Bulls,sprained left shoulder (DTD),Joakim Noah,DTD
2015,Celtics,back spasms (DTD),Jared Sullinger,DTD
2015,Clippers,sprained right ankle (DTD),Austin Rivers,DTD
2015,Clippers,sore back (DTD),Paul Pierce,DTD
2015,Timberwolves,rest (DTD),Kevin Garnett,DTD
2015,Wizards,sore lower back (DTD),Gary Neal,DTD
2015,76ers,sore right knee (DTD),Kendall Marshall,DTD
2015,Grizzlies,returned to lineup,Tony Allen,returned to lineup
2015,Lakers,returned to lineup,Kobe Bryant,returned to lineup
2015,Mavericks,strained left hamstring (DTD),Deron Williams,DTD
2015,Pistons,returned to lineup,Aron Baynes,returned to lineup
2015,Raptors,sprained left ankle (DTD),James Johnson,DTD
2015,76ers,sore right knee (DTD),Tony Wroten,DTD
2015,Bucks,returned to lineup,Giannis Antetokounmpo,returned to lineup
2015,Celtics,returned to lineup,Jared Sullinger,returned to lineup
2015,Knicks,sprained right ankle (DTD),Carmelo Anthony,DTD
2015,Lakers,sprained left ankle (DTD),Julius Randle,DTD
2015,Nets,returned to lineup,Shane Larkin,returned to lineup
2015,Nuggets,illness (DTD),Jameer Nelson,DTD
2015,Wizards,returned to lineup,Gary Neal,returned to lineup
2015,Clippers,returned to lineup,Paul Pierce,returned to lineup
2015,Lakers,returned to lineup,Julius Randle,returned to lineup
2015,76ers,sore right knee (DTD),Jahlil Okafor,DTD
2015,Hornets,tightness in lower back (DTD),Spencer Hawes,DTD
2015,Jazz,back spasms / sore lower back (DTD),Derrick Favors,DTD
2015,Knicks,back spasms (DTD),Louis Amundson,DTD
2015,Knicks,returned to lineup,Carmelo Anthony,returned to lineup
2015,Nets,returned to lineup,Sergey Karasev,returned to lineup
2015,Nuggets,returned to lineup,Jameer Nelson,returned to lineup
2015,Raptors,returned to lineup,James Johnson,returned to lineup
2015,Suns,sprained left knee (out for season),Eric Bledsoe,out for season
2015,Wizards,strained right quadricep (DTD),Gary Neal,DTD
2015,Wizards,returned to lineup,Otto Porter,returned to lineup
2015,Clippers,sprained right ankle (DTD),Austin Rivers,DTD
2015,Grizzlies,sore right knee (out for season),Jordan Adams,out for season
2015,Mavericks,strained left hamstring (DTD),Deron Williams,DTD
2015,Hawks,strained calf (DTD),Tiago Splitter,DTD
2015,Jazz,fractured fibula in left leg (out indefinitely),Alec Burks,out indefinitely
2015,Bucks,elbow injury (DTD),John Henson,DTD
2015,Bulls,sore right knee (DTD),Doug McDermott,DTD
2015,Clippers,returned to lineup,Austin Rivers,returned to lineup
2015,Heat,ankle injury (DTD),Justise Winslow,DTD
2015,Kings,bone bruise (DTD),Duje Dukan,DTD
2015,Kings,illness (DTD),Kosta Koufos,DTD
2015,Pacers,sore lower back (DTD),Calvin Miles,DTD
2015,Spurs,right knee injury (DTD),Tim Duncan,DTD
2015,Warriors,sprained left shoulder (DTD),Leandro Barbosa,DTD
2015,Bucks,returned to lineup,John Henson,returned to lineup
2015,Hawks,DNP,Dennis Schroder,Other
2015,Jazz,surgery on left leg to repair fractured fibula (date approximate),Alec Burks,Other
2015,Pacers,dental work (DTD),Jordan Hill,DTD
2015,Rockets,illness (DTD),Terrence Jones,DTD
2015,Suns,surgery on left knee to repair torn meniscus (out for season),Eric Bledsoe,out for season
2015,76ers,returned to lineup,Jahlil Okafor,returned to lineup
2015,Bulls,right hamstring tendinitis/tightness (DTD),Derrick Rose,DTD
2015,Bulls,returned to lineup,Doug McDermott,returned to lineup
2015,Hornets,torn lateral meniscus in right knee (out indefinitely),Al Jefferson,out indefinitely
2015,Hornets,sprained right ankle (DTD),Jeremy Lin,DTD
2015,Kings,returned to lineup,Kosta Koufos,returned to lineup
2015,Knicks,knee injury (from gunshot wound) (DTD),Cleanthony Early,DTD
2015,Pacers,returned to lineup,Myles Turner,returned to lineup
2015,Warriors,sore left toe (DTD),Festus Ezeli,DTD
